Journal,Volume,Year,Issue,Title,Authors,FileName,URL,DOI
J of Congnitive Neuroscience,23,2011,1,Differential Contributions of the Intraparietal Sulcus and the Inferior Parietal Lobe to Attentional Blink: Evidence from Transcranial Magnetic Stimulation,,Kihara et al_Differential Contributions of the Intraparietal Sulcus and the Inferior Parietal Lobe to Attentional Blink Evidence from Transcranial Magnetic Stimul_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21426,https://doi.org/10.1162/jocn.2010.21426
J of Congnitive Neuroscience,23,2011,1,Putting the Pieces Together: The Role of Dorsolateral Prefrontal Cortex in Relational Memory Encoding,,Blumenfeld et al_Putting the Pieces Together The Role of Dorsolateral Prefrontal Cortex in Relational Memory Encoding_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21459,https://doi.org/10.1162/jocn.2010.21459
J of Congnitive Neuroscience,24,2012,1,"Deconstructing Events: The Neural Bases for Space, Time, and Causality",,"Kranjec et al_Deconstructing Events The Neural Bases for Space, Time, and Causality_2012.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00124,https://doi.org/10.1162/jocn_a_00124
J of Congnitive Neuroscience,24,2012,1,Rapid and Highly Resolving: Affective Evaluation of Olfactorily Conditioned Faces,,Steinberg et al_Rapid and Highly Resolving Affective Evaluation of Olfactorily Conditioned Faces_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00067,https://doi.org/10.1162/jocn_a_00067
J of Congnitive Neuroscience,24,2012,1,Functional Imaging Reveals Working Memory and Attention Interact to Produce the Attentional Blink,,Johnston et al_Functional Imaging Reveals Working Memory and Attention Interact to Produce the Attentional Blink_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00054,https://doi.org/10.1162/jocn_a_00054
J of Congnitive Neuroscience,24,2012,1,Neural Dissociation of Number from Letter Recognition and Its Relationship to Parietal Numerical Processing,,Park et al_Neural Dissociation of Number from Letter Recognition and Its Relationship to Parietal Numerical Processing_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00085,https://doi.org/10.1162/jocn_a_00085
J of Congnitive Neuroscience,24,2012,1,Attention Modulates Maintenance of Representations in Visual Short-term Memory,,Kuo et al_Attention Modulates Maintenance of Representations in Visual Short-term Memory_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00087,https://doi.org/10.1162/jocn_a_00087
J of Congnitive Neuroscience,24,2012,1,Neural Evidence for a Distinction between Short-term Memory and the Focus of Attention,,Lewis-Peacock et al_Neural Evidence for a Distinction between Short-term Memory and the Focus of Attention_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00140,https://doi.org/10.1162/jocn_a_00140
J of Congnitive Neuroscience,24,2012,1,Role of Broca's Area in Implicit Motor Skill Learning: Evidence from Continuous Theta-burst Magnetic Stimulation,,Clerget et al_Role of Broca's Area in Implicit Motor Skill Learning Evidence from Continuous Theta-burst Magnetic Stimulation_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00108,https://doi.org/10.1162/jocn_a_00108
J of Congnitive Neuroscience,24,2012,1,Similarity between Brain Activity at Encoding and Retrieval Predicts Successful Realization of Delayed Intentions,,Gilbert et al_Similarity between Brain Activity at Encoding and Retrieval Predicts Successful Realization of Delayed Intentions_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00094,https://doi.org/10.1162/jocn_a_00094
J of Congnitive Neuroscience,24,2012,1,Human Dorsal Striatum Encodes Prediction Errors during Observational Learning of Instrumental Actions,,Cooper et al_Human Dorsal Striatum Encodes Prediction Errors during Observational Learning of Instrumental Actions_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00114,https://doi.org/10.1162/jocn_a_00114
J of Congnitive Neuroscience,24,2012,1,Increased Alpha (8–12 Hz) Activity during Slow Wave Sleep as a Marker for the Transition from Implicit Knowledge to Explicit Insight,,Yordanova et al_Increased Alpha (8–12 Hz) Activity during Slow Wave Sleep as a Marker for the Transition from Implicit Knowledge to Explicit Insight_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00097,https://doi.org/10.1162/jocn_a_00097
J of Congnitive Neuroscience,24,2012,1,"Executive Semantic Processing Is Underpinned by a Large-scale Neural Network: Revealing the Contribution of Left Prefrontal, Posterior Temporal, and Parietal Cortex to Controlled Retrieval and Selection Using TMS",,"Whitney et al_Executive Semantic Processing Is Underpinned by a Large-scale Neural Network Revealing the Contribution of Left Prefrontal, Posterior Temporal, and P_2012.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00123,https://doi.org/10.1162/jocn_a_00123
J of Congnitive Neuroscience,24,2012,1,Amygdalar Function Reflects Common Individual Differences in Emotion and Pain Regulation Success,,Lapate et al_Amygdalar Function Reflects Common Individual Differences in Emotion and Pain Regulation Success_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00125,https://doi.org/10.1162/jocn_a_00125
J of Congnitive Neuroscience,24,2012,1,Reduced Specificity of Hippocampal and Posterior Ventrolateral Prefrontal Activity during Relational Retrieval in Normal Aging,,Giovanello & Schacter_Reduced Specificity of Hippocampal and Posterior Ventrolateral Prefrontal Activity during Relational Retrieval in Normal Aging_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00113,https://doi.org/10.1162/jocn_a_00113
J of Congnitive Neuroscience,24,2012,1,Reference Frame of Human Medial Intraparietal Cortex in Visually Guided Movements,,Ogawa & Inui_Reference Frame of Human Medial Intraparietal Cortex in Visually Guided Movements_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00132,https://doi.org/10.1162/jocn_a_00132
J of Congnitive Neuroscience,24,2012,1,Study–Test Congruency Affects Encoding-related Brain Activity for Some but Not All Stimulus Materials,,Bauch & Otten_Study–Test Congruency Affects Encoding-related Brain Activity for Some but Not All Stimulus Materials_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00070,https://doi.org/10.1162/jocn_a_00070
J of Congnitive Neuroscience,24,2012,1,Cocaine-induced Impulsive Choices Are Accompanied by Impaired Delay-dependent Anticipatory Activity in Basolateral Amygdala,,Zuo et al_Cocaine-induced Impulsive Choices Are Accompanied by Impaired Delay-dependent Anticipatory Activity in Basolateral Amygdala_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00131,https://doi.org/10.1162/jocn_a_00131
J of Congnitive Neuroscience,24,2012,1,The Neural Basis of Reversible Sentence Comprehension: Evidence from Voxel-based Lesion Symptom Mapping in Aphasia,,Thothathiri et al_The Neural Basis of Reversible Sentence Comprehension Evidence from Voxel-based Lesion Symptom Mapping in Aphasia_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00118,https://doi.org/10.1162/jocn_a_00118
J of Congnitive Neuroscience,24,2012,1,The Role of Left Ventrolateral Prefrontal Cortex during Episodic Decisions: Semantic Elaboration or Resolution of Episodic Interference?,,Han et al_The Role of Left Ventrolateral Prefrontal Cortex during Episodic Decisions Semantic Elaboration or Resolution of Episodic Interference_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00133,https://doi.org/10.1162/jocn_a_00133
J of Congnitive Neuroscience,24,2012,1,"The Neural Correlates of Empathy: Experience, Automaticity, and Prosocial Behavior",,"Rameson et al_The Neural Correlates of Empathy Experience, Automaticity, and Prosocial Behavior_2012.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00130,https://doi.org/10.1162/jocn_a_00130
J of Congnitive Neuroscience,24,2012,1,Distinct Contributions of the Magnocellular and Parvocellular Visual Streams to Perceptual Selection,,Denison & Silver_Distinct Contributions of the Magnocellular and Parvocellular Visual Streams to Perceptual Selection_2012.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00121,https://doi.org/10.1162/jocn_a_00121
J of Congnitive Neuroscience,25,2013,1,Introduction to the Special Issue,,Postle_Introduction to the Special Issue_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00316,https://doi.org/10.1162/jocn_a_00316
J of Congnitive Neuroscience,25,2013,1,Foreword,,Milner_Foreword_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00317,https://doi.org/10.1162/jocn_a_00317
J of Congnitive Neuroscience,25,2013,1,Some Revolutions in Neuroscience,,Gross_Some Revolutions in Neuroscience_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00308,https://doi.org/10.1162/jocn_a_00308
J of Congnitive Neuroscience,25,2013,1,What H.M. Taught Us,,Eichenbaum_What H.M. Taught Us_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00285,https://doi.org/10.1162/jocn_a_00285
J of Congnitive Neuroscience,25,2013,1,Spatial Cognition and the Hippocampus: The Anterior–Posterior Axis,,Nadel et al_Spatial Cognition and the Hippocampus The Anterior–Posterior Axis_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00313,https://doi.org/10.1162/jocn_a_00313
J of Congnitive Neuroscience,25,2013,1,Youthful Memory Capacity in Old Brains: Anatomic and Genetic Clues from the Northwestern SuperAging Project,,Rogalski et al_Youthful Memory Capacity in Old Brains Anatomic and Genetic Clues from the Northwestern SuperAging Project_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00300,https://doi.org/10.1162/jocn_a_00300
J of Congnitive Neuroscience,25,2013,1,Neurophysiological Correlates of Motor and Working Memory Performance following Subthalamic Nucleus Stimulation,,Selzler et al_Neurophysiological Correlates of Motor and Working Memory Performance following Subthalamic Nucleus Stimulation_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00306,https://doi.org/10.1162/jocn_a_00306
J of Congnitive Neuroscience,25,2013,1,Neocortical Correlates of Vibrotactile Detection in Humans,,Moore et al_Neocortical Correlates of Vibrotactile Detection in Humans_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00315,https://doi.org/10.1162/jocn_a_00315
J of Congnitive Neuroscience,25,2013,1,fMRI Investigation of Monocular Pattern Rivalry,,Mendola & Buckthought_fMRI Investigation of Monocular Pattern Rivalry_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00296,https://doi.org/10.1162/jocn_a_00296
J of Congnitive Neuroscience,25,2013,1,"Intrinsic Architecture Underlying the Relations among the Default, Dorsal Attention, and Frontoparietal Control Networks of the Human Brain",,"Spreng et al_Intrinsic Architecture Underlying the Relations among the Default, Dorsal Attention, and Frontoparietal Control Networks of the Human Brain_2013.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00281,https://doi.org/10.1162/jocn_a_00281
J of Congnitive Neuroscience,25,2013,1,The Neural Correlates of Cognitive Reappraisal during Emotional Autobiographical Memory Recall,,Holland & Kensinger_The Neural Correlates of Cognitive Reappraisal during Emotional Autobiographical Memory Recall_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00289,https://doi.org/10.1162/jocn_a_00289
J of Congnitive Neuroscience,25,2013,1,TMS Interference with Primacy and Recency Mechanisms Reveals Bimodal Episodic Encoding in the Human Brain,,Innocenti et al_TMS Interference with Primacy and Recency Mechanisms Reveals Bimodal Episodic Encoding in the Human Brain_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00304,https://doi.org/10.1162/jocn_a_00304
J of Congnitive Neuroscience,25,2013,1,Neural Representation of Targets and Distractors during Object Individuation and Identification,,Jeong & Xu_Neural Representation of Targets and Distractors during Object Individuation and Identification_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00298,https://doi.org/10.1162/jocn_a_00298
J of Congnitive Neuroscience,25,2013,1,Decoding Attended Information in Short-term Memory: An EEG Study,,LaRocque et al_Decoding Attended Information in Short-term Memory An EEG Study_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00305,https://doi.org/10.1162/jocn_a_00305
J of Congnitive Neuroscience,25,2013,1,The Elements of Style: A Tribute to Suzanne Corkin,,Cronin-Golomb_The Elements of Style A Tribute to Suzanne Corkin_2013.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00297,https://doi.org/10.1162/jocn_a_00297
J of Congnitive Neuroscience,26,2014,1,TMS over M1 Reveals Expression and Selective Suppression of Conflicting Action Impulses,,van Campen et al_TMS over M1 Reveals Expression and Selective Suppression of Conflicting Action Impulses_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00482,https://doi.org/10.1162/jocn_a_00482
J of Congnitive Neuroscience,26,2014,1,Beyond the Tripartite Cognition–Emotion–Interoception Model of the Human Insular Cortex,,Uddin et al_Beyond the Tripartite Cognition–Emotion–Interoception Model of the Human Insular Cortex_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00462,https://doi.org/10.1162/jocn_a_00462
J of Congnitive Neuroscience,26,2014,1,Spatio-temporal Patterns of Brain Activity Distinguish Strategies of Multiple-object Tracking,,Merkel et al_Spatio-temporal Patterns of Brain Activity Distinguish Strategies of Multiple-object Tracking_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00455,https://doi.org/10.1162/jocn_a_00455
J of Congnitive Neuroscience,26,2014,1,A Trade-off between Local and Distributed Information Processing Associated with Remote Episodic versus Semantic Memory,,Heisz et al_A Trade-off between Local and Distributed Information Processing Associated with Remote Episodic versus Semantic Memory_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00466,https://doi.org/10.1162/jocn_a_00466
J of Congnitive Neuroscience,26,2014,1,Polymorphisms in the Dopamine Receptor 2 Gene Region Influence Improvements during Working Memory Training in Children and Adolescents,,Söderqvist et al_Polymorphisms in the Dopamine Receptor 2 Gene Region Influence Improvements during Working Memory Training in Children and Adolescents_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00478,https://doi.org/10.1162/jocn_a_00478
J of Congnitive Neuroscience,26,2014,1,Dorsal and Ventral Attention Systems Underlie Social and Symbolic Cueing,,Callejas et al_Dorsal and Ventral Attention Systems Underlie Social and Symbolic Cueing_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00461,https://doi.org/10.1162/jocn_a_00461
J of Congnitive Neuroscience,26,2014,1,Face Familiarity Decisions Take 200 msec in the Human Brain: Electrophysiological Evidence from a Go/No-go Speeded Task,,Caharel et al_Face Familiarity Decisions Take 200 msec in the Human Brain Electrophysiological Evidence from a GoNo-go Speeded Task_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00451,https://doi.org/10.1162/jocn_a_00451
J of Congnitive Neuroscience,26,2014,1,The Shape of the ACC Contributes to Cognitive Control Efficiency in Preschoolers,,Cachia et al_The Shape of the ACC Contributes to Cognitive Control Efficiency in Preschoolers_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00459,https://doi.org/10.1162/jocn_a_00459
J of Congnitive Neuroscience,26,2014,1,Resting-state Modulation of Alpha Rhythms by Interference with Angular Gyrus Activity,,Capotosto et al_Resting-state Modulation of Alpha Rhythms by Interference with Angular Gyrus Activity_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00460,https://doi.org/10.1162/jocn_a_00460
J of Congnitive Neuroscience,26,2014,1,The Emergence of Semantic Meaning in the Ventral Temporal Pathway,,Carlson et al_The Emergence of Semantic Meaning in the Ventral Temporal Pathway_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00458,https://doi.org/10.1162/jocn_a_00458
J of Congnitive Neuroscience,26,2014,1,Reaction Time for Object Categorization Is Predicted by Representational Distance,,Carlson et al_Reaction Time for Object Categorization Is Predicted by Representational Distance_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00476,https://doi.org/10.1162/jocn_a_00476
J of Congnitive Neuroscience,26,2014,1,Strengthening Procedural Memories by Reactivation in Sleep,,Schönauer et al_Strengthening Procedural Memories by Reactivation in Sleep_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00471,https://doi.org/10.1162/jocn_a_00471
J of Congnitive Neuroscience,26,2014,1,Negative Emotional Experiences during Navigation Enhance Parahippocampal Activity during Recall of Place Information,,Chan et al_Negative Emotional Experiences during Navigation Enhance Parahippocampal Activity during Recall of Place Information_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00468,https://doi.org/10.1162/jocn_a_00468
J of Congnitive Neuroscience,26,2014,1,Subliminal Semantic Priming Changes the Dynamic Causal Influence between the Left Frontal and Temporal Cortex,,Matsumoto & Kakigi_Subliminal Semantic Priming Changes the Dynamic Causal Influence between the Left Frontal and Temporal Cortex_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00472,https://doi.org/10.1162/jocn_a_00472
J of Congnitive Neuroscience,26,2014,1,Oscillatory Coupling Reveals the Dynamic Reorganization of Large-scale Neural Networks as Cognitive Demands Change,,Reinhart & Woodman_Oscillatory Coupling Reveals the Dynamic Reorganization of Large-scale Neural Networks as Cognitive Demands Change_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00470,https://doi.org/10.1162/jocn_a_00470
J of Congnitive Neuroscience,26,2014,1,Ventral and Dorsal Visual Stream Contributions to the Perception of Object Shape and Object Location,,Zachariou et al_Ventral and Dorsal Visual Stream Contributions to the Perception of Object Shape and Object Location_2014.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00475,https://doi.org/10.1162/jocn_a_00475
J of Congnitive Neuroscience,27,2015,1,Person-specific Theory of Mind in Medial pFC,,Welborn & Lieberman_Person-specific Theory of Mind in Medial pFC_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00700,https://doi.org/10.1162/jocn_a_00700
J of Congnitive Neuroscience,27,2015,1,Learning to Play It Safe (or Not): Stable and Evolving Neural Responses during Adolescent Risky Decision-making,,Kahn et al_Learning to Play It Safe (or Not) Stable and Evolving Neural Responses during Adolescent Risky Decision-making_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00694,https://doi.org/10.1162/jocn_a_00694
J of Congnitive Neuroscience,27,2015,1,Facilitated Lexical Ambiguity Processing by Transcranial Direct Current Stimulation over the Left Inferior Frontal Cortex,,Ihara et al_Facilitated Lexical Ambiguity Processing by Transcranial Direct Current Stimulation over the Left Inferior Frontal Cortex_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00703,https://doi.org/10.1162/jocn_a_00703
J of Congnitive Neuroscience,27,2015,1,Predicting the Semantic Category of Internally Generated Words from Neuromagnetic Recordings,,Simanova et al_Predicting the Semantic Category of Internally Generated Words from Neuromagnetic Recordings_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00690,https://doi.org/10.1162/jocn_a_00690
J of Congnitive Neuroscience,27,2015,1,Searching for Inefficiency in Visual Search,,Christie et al_Searching for Inefficiency in Visual Search_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00716,https://doi.org/10.1162/jocn_a_00716
J of Congnitive Neuroscience,27,2015,1,Autobiographically Significant Concepts: More Episodic than Semantic in Nature? An Electrophysiological Investigation of Overlapping Types of Memory,,Renoult et al_Autobiographically Significant Concepts More Episodic than Semantic in Nature An Electrophysiological Investigation of Overlapping Types of Memory_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00689,https://doi.org/10.1162/jocn_a_00689
J of Congnitive Neuroscience,27,2015,1,Representational Similarity of Social and Valence Information in the Medial pFC,,Chavez & Heatherton_Representational Similarity of Social and Valence Information in the Medial pFC_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00697,https://doi.org/10.1162/jocn_a_00697
J of Congnitive Neuroscience,27,2015,1,Buffering Social Influence: Neural Correlates of Response Inhibition Predict Driving Safety in the Presence of a Peer,,Cascio et al_Buffering Social Influence Neural Correlates of Response Inhibition Predict Driving Safety in the Presence of a Peer_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00693,https://doi.org/10.1162/jocn_a_00693
J of Congnitive Neuroscience,27,2015,1,Adaptive Top–Down Suppression of Hippocampal Activity and the Purging of Intrusive Memories from Consciousness,,Benoit et al_Adaptive Top–Down Suppression of Hippocampal Activity and the Purging of Intrusive Memories from Consciousness_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00696,https://doi.org/10.1162/jocn_a_00696
J of Congnitive Neuroscience,27,2015,1,Motivationally Significant Self-control: Enhanced Action Withholding Involves the Right Inferior Frontal Junction,,O'Connor et al_Motivationally Significant Self-control Enhanced Action Withholding Involves the Right Inferior Frontal Junction_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00695,https://doi.org/10.1162/jocn_a_00695
J of Congnitive Neuroscience,27,2015,1,Prior Experience Biases Subcortical Sensitivity to Sound Patterns,,Skoe et al_Prior Experience Biases Subcortical Sensitivity to Sound Patterns_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00691,https://doi.org/10.1162/jocn_a_00691
J of Congnitive Neuroscience,27,2015,1,At 120 msec You Can Spot the Animal but You Don't Yet Know It's a Dog,,Wu et al_At 120 msec You Can Spot the Animal but You Don't Yet Know It's a Dog_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00701,https://doi.org/10.1162/jocn_a_00701
J of Congnitive Neuroscience,27,2015,1,Reorganization of Auditory Cortex in Early-deaf People: Functional Connectivity and Relationship to Hearing Aid Use,,Shiell et al_Reorganization of Auditory Cortex in Early-deaf People Functional Connectivity and Relationship to Hearing Aid Use_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00683,https://doi.org/10.1162/jocn_a_00683
J of Congnitive Neuroscience,27,2015,1,An Electrophysiological Dissociation between Orbitofrontal Reality Filtering and Context Source Monitoring,,Bouzerda-Wahlen et al_An Electrophysiological Dissociation between Orbitofrontal Reality Filtering and Context Source Monitoring_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00686,https://doi.org/10.1162/jocn_a_00686
J of Congnitive Neuroscience,27,2015,1,The Behavioral and Neural Effects of Language on Motion Perception,,Francken et al_The Behavioral and Neural Effects of Language on Motion Perception_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00682,https://doi.org/10.1162/jocn_a_00682
J of Congnitive Neuroscience,27,2015,1,The Neural Basis of Temporal Order Processing in Past and Future Thought,,D'Argembeau et al_The Neural Basis of Temporal Order Processing in Past and Future Thought_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00680,https://doi.org/10.1162/jocn_a_00680
J of Congnitive Neuroscience,27,2015,1,Rehearsing Biological Motion in Working Memory: An EEG Study,,Gao et al_Rehearsing Biological Motion in Working Memory An EEG Study_2015.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00687,https://doi.org/10.1162/jocn_a_00687
J of Congnitive Neuroscience,28,2016,1,Preference for Audiovisual Speech Congruency in Superior Temporal Cortex,,Lüttke et al_Preference for Audiovisual Speech Congruency in Superior Temporal Cortex_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00874,https://doi.org/10.1162/jocn_a_00874
J of Congnitive Neuroscience,28,2016,1,Communicative Signals Promote Object Recognition Memory and Modulate the Right Posterior STS,,Redcay et al_Communicative Signals Promote Object Recognition Memory and Modulate the Right Posterior STS_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00875,https://doi.org/10.1162/jocn_a_00875
J of Congnitive Neuroscience,28,2016,1,Monitoring Different Phonological Parameters of Sign Language Engages the Same Cortical Language Network but Distinctive Perceptual Ones,,Cardin et al_Monitoring Different Phonological Parameters of Sign Language Engages the Same Cortical Language Network but Distinctive Perceptual Ones_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00872,https://doi.org/10.1162/jocn_a_00872
J of Congnitive Neuroscience,28,2016,1,Syntax in Action Has Priority over Movement Selection in Piano Playing: An ERP Study,,Bianco et al_Syntax in Action Has Priority over Movement Selection in Piano Playing An ERP Study_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00873,https://doi.org/10.1162/jocn_a_00873
J of Congnitive Neuroscience,28,2016,1,Development of Network Synchronization Predicts Language Abilities,,Doesburg et al_Development of Network Synchronization Predicts Language Abilities_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00879,https://doi.org/10.1162/jocn_a_00879
J of Congnitive Neuroscience,28,2016,1,Neural Signatures of Controlled and Automatic Retrieval Processes in Memory-based Decision-making,,Khader et al_Neural Signatures of Controlled and Automatic Retrieval Processes in Memory-based Decision-making_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00882,https://doi.org/10.1162/jocn_a_00882
J of Congnitive Neuroscience,28,2016,1,Motor System Interactions in the Beta Band Decrease during Loss of Consciousness,,Swann et al_Motor System Interactions in the Beta Band Decrease during Loss of Consciousness_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00884,https://doi.org/10.1162/jocn_a_00884
J of Congnitive Neuroscience,28,2016,1,The Role of Dopamine in Temporal Uncertainty,,Tomassini et al_The Role of Dopamine in Temporal Uncertainty_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00880,https://doi.org/10.1162/jocn_a_00880
J of Congnitive Neuroscience,28,2016,1,Sustained Splits of Attention within versus across Visual Hemifields Produce Distinct Spatial Gain Profiles,,Walter et al_Sustained Splits of Attention within versus across Visual Hemifields Produce Distinct Spatial Gain Profiles_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00883,https://doi.org/10.1162/jocn_a_00883
J of Congnitive Neuroscience,28,2016,1,Decoding Episodic Retrieval Processes: Frontoparietal and Medial Temporal Lobe Contributions to Free Recall,,Kragel & Polyn_Decoding Episodic Retrieval Processes Frontoparietal and Medial Temporal Lobe Contributions to Free Recall_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00881,https://doi.org/10.1162/jocn_a_00881
J of Congnitive Neuroscience,28,2016,1,Prefrontal Goal Codes Emerge as Latent States in Probabilistic Value Learning,,Stoianov et al_Prefrontal Goal Codes Emerge as Latent States in Probabilistic Value Learning_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00886,https://doi.org/10.1162/jocn_a_00886
J of Congnitive Neuroscience,28,2016,1,The Processing of Attended and Predicted Sounds in Time,,Paris et al_The Processing of Attended and Predicted Sounds in Time_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00885,https://doi.org/10.1162/jocn_a_00885
J of Congnitive Neuroscience,28,2016,1,Asymmetric Processing of Numerical and Nonnumerical Magnitudes in the Brain: An fMRI Study,,Leibovich et al_Asymmetric Processing of Numerical and Nonnumerical Magnitudes in the Brain An fMRI Study_2016.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00887,https://doi.org/10.1162/jocn_a_00887
